code,sum1,system1,sum2,system2
418#0#3,"The Denver Nuggets defeated the Golden State Warriors 132 - 110 Monday at Pepsi Center . The Warriors ( 46 - 9 ) entered Wednesday 's contest without Klay Thompson ( heel ) , and the Nuggets ( 25 - 30 ) elected to take full advantage . The result was the game essentially being over by halftime , with Denver holding a convincing 25 - point advantage after the first 24 minutes of the game . In the second half , the Nuggets refused to let up , as they continued to be carried by their rising star Nikola Jokic . Jokic recorded a triple - double of 17 points , 21 rebounds and 12 assists in 36 minutes . But it did n't stop there for Denver , as three starters managed to score at least 20 points Monday night , with Juan Hernangomez scoring a game - high 27 points to go along with 10 rebounds , Will Barton scoring 24 points and Jameer Nelson adding 23 of his own . As a team , the Nuggets were simply unstoppable from behind the arc , shooting 60 percent from long range . As for Golden State , it was simply not their night in the high altitude at the Pepsi Center . Kevin Durant was remarkably efficient , scoring 25 points in 27 minutes , but it was n't nearly enough to tame the high - powered Denver offense . Steph Curry really struggled , putting together one of his worst performances of the season and finishing with just 11 points on a brutal 4 - of - 18 shooting from the field . As a team , the Warriors managed to shoot just 8 - of - 32 from behind the arc , with the starting five hitting just five of their 23 3 - point attempts . Up next , the Nuggets will look to build on this victory Wednesday against the Timberwolves , while the Warriors will look to bounce back Wednesday in a revenge game against the Kings .",sys0,"The Denver Nuggets defeated the host Juan Hernangomez 43 - 75 , in Game 1 of the Western Conference first - round playoffs Sunday at Pepsi Center . The Nuggets came into this game as a big favorite and they showed why in this matchup . In fact , the Nuggets led by 9 at times in their wire - to - wire win , as they held a double - digit lead for the final 25 - plus minutes . Defense was key for the Nuggets , as they held the Warriors to 53 percent from the field and 59 percent from three - point range . Will Barton led the team in scoring off the bench , as he dropped 24 points on 9 - of - 19 shooting and 10 - of - 19 from the free - throw line . Kevin Durant was second on the team , with 25 points on 10 - of - 16 shooting . Nikola Jokic recorded a double - double , totaling 17 points , 21 rebounds and 12 assists . Will Barton led the bench in scoring , dropping 24 points and 10 rebounds on 9 - of - 19 shooting . Stephen Curry was the only other starter in double figures , as he accumulated 11 points , two rebounds and five assists . Jamal Murray was a nice spark off the bench , providing 14 points , a rebound , four assists and two blocks . On deck for the Nuggets is a home matchup against the Portland Trail Blazers on Monday . The Nuggets ( 25 - 30 ) had to play this game without Klay Thompson ( toe ) , but they did n't have enough bullets to win this win . Kevin Durant was the player of the game , as he accumulated 25 points , four rebounds , five assists and one steal on 10 - of - 16 shooting . Jameer Nelson was a nice spark off the bench , providing 23 points , seven assists and three blocks .",sys3
418#4#0,"The Denver Nuggets defeated the Golden State Warriors , 132 - 110 , at Pepsi Center on Saturday . The Nuggets ( 25 - 30 ) came into this game as one of the best defenses in the league , but the Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - 30 lead after one quarter . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - point lead into halftime and never looked back . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) by a 42 - 27 margin over the final 12 minutes . Just , Just to the starting five , Just , Jum July from July , Jum July from July from July , Jum July and Juima July from July thanks to a pair of spectacular performances from July Jum July DonHernangomez . Will Barton led the way with a 24 - point , 10 - rebound double - double that also included seven assists and one steal . Nikola Jokic posted a 17 - point , 12 - assist double - double that also included a career - high 21 rebounds and two steals . Gary Harris was next with 16 points , two rebounds , one assist and one steal . The Nuggets ( 25 - 30 ) have now won three of their last four games , as they continue to slide down the standings . The Warriors were led by a pair of 25 - point efforts from their starting five , which he supplemented with five assists , four rebounds , a steal and a block . Kevin Durant followed with 25 points , five assists , four rebounds , a steal and a block . Patrick McCaw drew the start at point guard and registered 19 points , two assists and a rebound . Ian Clark led the bench with 18 points , a rebound , an assist and two steals . Andre Iguodala was the second unit with 15 points , a rebound , two assists and a pair of steals . The Warriors head back home to face off with the Oklahoma City Thunder on Thursday evening .",sys4,"The Denver Nuggets defeated the Golden State Warriors 132 - 110 Monday at Pepsi Center . The Warriors ( 46 - 9 ) entered Wednesday 's contest without Klay Thompson ( heel ) , and the Nuggets ( 25 - 30 ) elected to take full advantage . The result was the game essentially being over by halftime , with Denver holding a convincing 25 - point advantage after the first 24 minutes of the game . In the second half , the Nuggets refused to let up , as they continued to be carried by their rising star Nikola Jokic . Jokic recorded a triple - double of 17 points , 21 rebounds and 12 assists in 36 minutes . But it did n't stop there for Denver , as three starters managed to score at least 20 points Monday night , with Juan Hernangomez scoring a game - high 27 points to go along with 10 rebounds , Will Barton scoring 24 points and Jameer Nelson adding 23 of his own . As a team , the Nuggets were simply unstoppable from behind the arc , shooting 60 percent from long range . As for Golden State , it was simply not their night in the high altitude at the Pepsi Center . Kevin Durant was remarkably efficient , scoring 25 points in 27 minutes , but it was n't nearly enough to tame the high - powered Denver offense . Steph Curry really struggled , putting together one of his worst performances of the season and finishing with just 11 points on a brutal 4 - of - 18 shooting from the field . As a team , the Warriors managed to shoot just 8 - of - 32 from behind the arc , with the starting five hitting just five of their 23 3 - point attempts . Up next , the Nuggets will look to build on this victory Wednesday against the Timberwolves , while the Warriors will look to bounce back Wednesday in a revenge game against the Kings .",sys0
418#2#1,"The Golden State Warriors defeated the host Denver Nuggets , 132 - 110 , at Pepsi Center on Wednesday . The Warriors ( 46 - 9 ) checked in to Saturday 's contest with only four road wins in 25 tries away from the Barclays Center , but the Warriors ( 46 - 9 ) were able to pull away in the end after entering the fourth quarter with a 42 - point lead . The Warriors ( 46 - 9 ) were able to pull away in the end , however , as they outscored the Nuggets ( 25 - 30 ) by a 42 - 25 margin over the final 12 minutes . The Nuggets were led by Kevin Durant , who scored a game - high 25 points on 10 - of - 16 shooting , along with five assists , four rebounds , one steal and one block , in 27 minutes . Stephen Curry followed up with 11 points , five assists , two rebounds and one steal , in 27 minutes . The only other player to score in double digits for Golden State was Ian Clark , who finished with 18 points on 8 - of - 15 shooting , in 27 minutes off the bench . The Warriors shot 49 percent from the field and 92 percent from the free throw line , while the Nuggets hit 55 percent of their attempts . The Warriors will look to get back on track as they go on to visit New Orleans on Monday .",sys2,"The Denver Nuggets ( 25 - 30 ) defeated the Golden State Warriors ( 46 - 9 ) 132 - 110 . Juan Hernangomez scored 27 points ( 9 - 17 FG , 6 - 10 3PT , 3 - 4 FT ) to go with 10 rebounds . Kevin Durant scored 25 points ( 10 - 16 FG , 2 - 5 3PT , 3 - 3 FT ) to go with 4 rebounds . Will Barton scored 24 points ( 9 - 19 FG , 4 - 8 3PT , 2 - 2 FT ) to go with 10 rebounds . Jameer Nelson scored 23 points ( 9 - 14 FG , 5 - 7 3PT , 0 - 0 FT ) to go with 3 rebounds . Patrick McCaw scored 19 points ( 8 - 13 FG , 1 - 5 3PT , 2 - 2 FT ) to go with 1 rebounds . Ian Clark scored 18 points ( 8 - 15 FG , 2 - 3 3PT , 0 - 0 FT ) to go with 1 rebounds . The Denver Nuggets ' next game will be at home against the Dallas Mavericks, while the Golden State Warriors will travel to play the Bulls .",sys1
418#1#3,"The Denver Nuggets ( 25 - 30 ) defeated the Golden State Warriors ( 46 - 9 ) 132 - 110 . Juan Hernangomez scored 27 points ( 9 - 17 FG , 6 - 10 3PT , 3 - 4 FT ) to go with 10 rebounds . Kevin Durant scored 25 points ( 10 - 16 FG , 2 - 5 3PT , 3 - 3 FT ) to go with 4 rebounds . Will Barton scored 24 points ( 9 - 19 FG , 4 - 8 3PT , 2 - 2 FT ) to go with 10 rebounds . Jameer Nelson scored 23 points ( 9 - 14 FG , 5 - 7 3PT , 0 - 0 FT ) to go with 3 rebounds . Patrick McCaw scored 19 points ( 8 - 13 FG , 1 - 5 3PT , 2 - 2 FT ) to go with 1 rebounds . Ian Clark scored 18 points ( 8 - 15 FG , 2 - 3 3PT , 0 - 0 FT ) to go with 1 rebounds . The Denver Nuggets ' next game will be at home against the Dallas Mavericks, while the Golden State Warriors will travel to play the Bulls .",sys1,"The Denver Nuggets defeated the host Juan Hernangomez 43 - 75 , in Game 1 of the Western Conference first - round playoffs Sunday at Pepsi Center . The Nuggets came into this game as a big favorite and they showed why in this matchup . In fact , the Nuggets led by 9 at times in their wire - to - wire win , as they held a double - digit lead for the final 25 - plus minutes . Defense was key for the Nuggets , as they held the Warriors to 53 percent from the field and 59 percent from three - point range . Will Barton led the team in scoring off the bench , as he dropped 24 points on 9 - of - 19 shooting and 10 - of - 19 from the free - throw line . Kevin Durant was second on the team , with 25 points on 10 - of - 16 shooting . Nikola Jokic recorded a double - double , totaling 17 points , 21 rebounds and 12 assists . Will Barton led the bench in scoring , dropping 24 points and 10 rebounds on 9 - of - 19 shooting . Stephen Curry was the only other starter in double figures , as he accumulated 11 points , two rebounds and five assists . Jamal Murray was a nice spark off the bench , providing 14 points , a rebound , four assists and two blocks . On deck for the Nuggets is a home matchup against the Portland Trail Blazers on Monday . The Nuggets ( 25 - 30 ) had to play this game without Klay Thompson ( toe ) , but they did n't have enough bullets to win this win . Kevin Durant was the player of the game , as he accumulated 25 points , four rebounds , five assists and one steal on 10 - of - 16 shooting . Jameer Nelson was a nice spark off the bench , providing 23 points , seven assists and three blocks .",sys3
418#1#4,"The Denver Nuggets ( 25 - 30 ) defeated the Golden State Warriors ( 46 - 9 ) 132 - 110 . Juan Hernangomez scored 27 points ( 9 - 17 FG , 6 - 10 3PT , 3 - 4 FT ) to go with 10 rebounds . Kevin Durant scored 25 points ( 10 - 16 FG , 2 - 5 3PT , 3 - 3 FT ) to go with 4 rebounds . Will Barton scored 24 points ( 9 - 19 FG , 4 - 8 3PT , 2 - 2 FT ) to go with 10 rebounds . Jameer Nelson scored 23 points ( 9 - 14 FG , 5 - 7 3PT , 0 - 0 FT ) to go with 3 rebounds . Patrick McCaw scored 19 points ( 8 - 13 FG , 1 - 5 3PT , 2 - 2 FT ) to go with 1 rebounds . Ian Clark scored 18 points ( 8 - 15 FG , 2 - 3 3PT , 0 - 0 FT ) to go with 1 rebounds . The Denver Nuggets ' next game will be at home against the Dallas Mavericks, while the Golden State Warriors will travel to play the Bulls .",sys1,"The Denver Nuggets defeated the Golden State Warriors , 132 - 110 , at Pepsi Center on Saturday . The Nuggets ( 25 - 30 ) came into this game as one of the best defenses in the league , but the Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - 30 lead after one quarter . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - point lead into halftime and never looked back . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) by a 42 - 27 margin over the final 12 minutes . Just , Just to the starting five , Just , Jum July from July , Jum July from July from July , Jum July and Juima July from July thanks to a pair of spectacular performances from July Jum July DonHernangomez . Will Barton led the way with a 24 - point , 10 - rebound double - double that also included seven assists and one steal . Nikola Jokic posted a 17 - point , 12 - assist double - double that also included a career - high 21 rebounds and two steals . Gary Harris was next with 16 points , two rebounds , one assist and one steal . The Nuggets ( 25 - 30 ) have now won three of their last four games , as they continue to slide down the standings . The Warriors were led by a pair of 25 - point efforts from their starting five , which he supplemented with five assists , four rebounds , a steal and a block . Kevin Durant followed with 25 points , five assists , four rebounds , a steal and a block . Patrick McCaw drew the start at point guard and registered 19 points , two assists and a rebound . Ian Clark led the bench with 18 points , a rebound , an assist and two steals . Andre Iguodala was the second unit with 15 points , a rebound , two assists and a pair of steals . The Warriors head back home to face off with the Oklahoma City Thunder on Thursday evening .",sys4
418#2#3,"The Golden State Warriors defeated the host Denver Nuggets , 132 - 110 , at Pepsi Center on Wednesday . The Warriors ( 46 - 9 ) checked in to Saturday 's contest with only four road wins in 25 tries away from the Barclays Center , but the Warriors ( 46 - 9 ) were able to pull away in the end after entering the fourth quarter with a 42 - point lead . The Warriors ( 46 - 9 ) were able to pull away in the end , however , as they outscored the Nuggets ( 25 - 30 ) by a 42 - 25 margin over the final 12 minutes . The Nuggets were led by Kevin Durant , who scored a game - high 25 points on 10 - of - 16 shooting , along with five assists , four rebounds , one steal and one block , in 27 minutes . Stephen Curry followed up with 11 points , five assists , two rebounds and one steal , in 27 minutes . The only other player to score in double digits for Golden State was Ian Clark , who finished with 18 points on 8 - of - 15 shooting , in 27 minutes off the bench . The Warriors shot 49 percent from the field and 92 percent from the free throw line , while the Nuggets hit 55 percent of their attempts . The Warriors will look to get back on track as they go on to visit New Orleans on Monday .",sys2,"The Denver Nuggets defeated the host Juan Hernangomez 43 - 75 , in Game 1 of the Western Conference first - round playoffs Sunday at Pepsi Center . The Nuggets came into this game as a big favorite and they showed why in this matchup . In fact , the Nuggets led by 9 at times in their wire - to - wire win , as they held a double - digit lead for the final 25 - plus minutes . Defense was key for the Nuggets , as they held the Warriors to 53 percent from the field and 59 percent from three - point range . Will Barton led the team in scoring off the bench , as he dropped 24 points on 9 - of - 19 shooting and 10 - of - 19 from the free - throw line . Kevin Durant was second on the team , with 25 points on 10 - of - 16 shooting . Nikola Jokic recorded a double - double , totaling 17 points , 21 rebounds and 12 assists . Will Barton led the bench in scoring , dropping 24 points and 10 rebounds on 9 - of - 19 shooting . Stephen Curry was the only other starter in double figures , as he accumulated 11 points , two rebounds and five assists . Jamal Murray was a nice spark off the bench , providing 14 points , a rebound , four assists and two blocks . On deck for the Nuggets is a home matchup against the Portland Trail Blazers on Monday . The Nuggets ( 25 - 30 ) had to play this game without Klay Thompson ( toe ) , but they did n't have enough bullets to win this win . Kevin Durant was the player of the game , as he accumulated 25 points , four rebounds , five assists and one steal on 10 - of - 16 shooting . Jameer Nelson was a nice spark off the bench , providing 23 points , seven assists and three blocks .",sys3
418#2#4,"The Golden State Warriors defeated the host Denver Nuggets , 132 - 110 , at Pepsi Center on Wednesday . The Warriors ( 46 - 9 ) checked in to Saturday 's contest with only four road wins in 25 tries away from the Barclays Center , but the Warriors ( 46 - 9 ) were able to pull away in the end after entering the fourth quarter with a 42 - point lead . The Warriors ( 46 - 9 ) were able to pull away in the end , however , as they outscored the Nuggets ( 25 - 30 ) by a 42 - 25 margin over the final 12 minutes . The Nuggets were led by Kevin Durant , who scored a game - high 25 points on 10 - of - 16 shooting , along with five assists , four rebounds , one steal and one block , in 27 minutes . Stephen Curry followed up with 11 points , five assists , two rebounds and one steal , in 27 minutes . The only other player to score in double digits for Golden State was Ian Clark , who finished with 18 points on 8 - of - 15 shooting , in 27 minutes off the bench . The Warriors shot 49 percent from the field and 92 percent from the free throw line , while the Nuggets hit 55 percent of their attempts . The Warriors will look to get back on track as they go on to visit New Orleans on Monday .",sys2,"The Denver Nuggets defeated the Golden State Warriors , 132 - 110 , at Pepsi Center on Saturday . The Nuggets ( 25 - 30 ) came into this game as one of the best defenses in the league , but the Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - 30 lead after one quarter . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - point lead into halftime and never looked back . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) by a 42 - 27 margin over the final 12 minutes . Just , Just to the starting five , Just , Jum July from July , Jum July from July from July , Jum July and Juima July from July thanks to a pair of spectacular performances from July Jum July DonHernangomez . Will Barton led the way with a 24 - point , 10 - rebound double - double that also included seven assists and one steal . Nikola Jokic posted a 17 - point , 12 - assist double - double that also included a career - high 21 rebounds and two steals . Gary Harris was next with 16 points , two rebounds , one assist and one steal . The Nuggets ( 25 - 30 ) have now won three of their last four games , as they continue to slide down the standings . The Warriors were led by a pair of 25 - point efforts from their starting five , which he supplemented with five assists , four rebounds , a steal and a block . Kevin Durant followed with 25 points , five assists , four rebounds , a steal and a block . Patrick McCaw drew the start at point guard and registered 19 points , two assists and a rebound . Ian Clark led the bench with 18 points , a rebound , an assist and two steals . Andre Iguodala was the second unit with 15 points , a rebound , two assists and a pair of steals . The Warriors head back home to face off with the Oklahoma City Thunder on Thursday evening .",sys4
418#3#4,"The Denver Nuggets defeated the host Juan Hernangomez 43 - 75 , in Game 1 of the Western Conference first - round playoffs Sunday at Pepsi Center . The Nuggets came into this game as a big favorite and they showed why in this matchup . In fact , the Nuggets led by 9 at times in their wire - to - wire win , as they held a double - digit lead for the final 25 - plus minutes . Defense was key for the Nuggets , as they held the Warriors to 53 percent from the field and 59 percent from three - point range . Will Barton led the team in scoring off the bench , as he dropped 24 points on 9 - of - 19 shooting and 10 - of - 19 from the free - throw line . Kevin Durant was second on the team , with 25 points on 10 - of - 16 shooting . Nikola Jokic recorded a double - double , totaling 17 points , 21 rebounds and 12 assists . Will Barton led the bench in scoring , dropping 24 points and 10 rebounds on 9 - of - 19 shooting . Stephen Curry was the only other starter in double figures , as he accumulated 11 points , two rebounds and five assists . Jamal Murray was a nice spark off the bench , providing 14 points , a rebound , four assists and two blocks . On deck for the Nuggets is a home matchup against the Portland Trail Blazers on Monday . The Nuggets ( 25 - 30 ) had to play this game without Klay Thompson ( toe ) , but they did n't have enough bullets to win this win . Kevin Durant was the player of the game , as he accumulated 25 points , four rebounds , five assists and one steal on 10 - of - 16 shooting . Jameer Nelson was a nice spark off the bench , providing 23 points , seven assists and three blocks .",sys3,"The Denver Nuggets defeated the Golden State Warriors , 132 - 110 , at Pepsi Center on Saturday . The Nuggets ( 25 - 30 ) came into this game as one of the best defenses in the league , but the Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - 30 lead after one quarter . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) to take a 42 - point lead into halftime and never looked back . The Nuggets ( 46 - 9 ) were able to hold off the Warriors ( 46 - 9 ) by a 42 - 27 margin over the final 12 minutes . Just , Just to the starting five , Just , Jum July from July , Jum July from July from July , Jum July and Juima July from July thanks to a pair of spectacular performances from July Jum July DonHernangomez . Will Barton led the way with a 24 - point , 10 - rebound double - double that also included seven assists and one steal . Nikola Jokic posted a 17 - point , 12 - assist double - double that also included a career - high 21 rebounds and two steals . Gary Harris was next with 16 points , two rebounds , one assist and one steal . The Nuggets ( 25 - 30 ) have now won three of their last four games , as they continue to slide down the standings . The Warriors were led by a pair of 25 - point efforts from their starting five , which he supplemented with five assists , four rebounds , a steal and a block . Kevin Durant followed with 25 points , five assists , four rebounds , a steal and a block . Patrick McCaw drew the start at point guard and registered 19 points , two assists and a rebound . Ian Clark led the bench with 18 points , a rebound , an assist and two steals . Andre Iguodala was the second unit with 15 points , a rebound , two assists and a pair of steals . The Warriors head back home to face off with the Oklahoma City Thunder on Thursday evening .",sys4
407#0#1,"The Bucks went off for their highest - points total of the season , with 137 in the game , while shooting a blistering 63 percent from the field . They also dominated the Suns in the paint , outscoring them 74 - 42 inside . Giannis Antetokounmpo led the way for Milwaukee , with 30 points on 12 - of - 20 shooting , 12 rebounds , six assists and four blocks , in 34 minutes . Mirza Teletovic came up big with 19 points on 6 - of - 10 shooting , in 25 minutes off the bench , while Jabari Parker chipped in 18 points on 7 - of - 10 shooting , and grabbed nine rebounds , in 31 minutes . Meanwhile , Marquese Chriss tallied a career - high 27 points on 9 - of - 16 shooting , including 3 - of - 5 from deep , in only 24 minutes . Devin Booker was the high - point man for the Suns with 31 , while 27 of those points came in the second quarter alone .",sys0,"The Milwaukee Bucks ( 22 - 28 ) defeated the Phoenix Suns ( 16 - 35 ) 137 - 112 . Devin Booker scored 31 points ( 9 - 19 FG , 5 - 8 3PT , 8 - 8 FT ) to go with 3 rebounds . Giannis Antetokounmpo scored 30 points ( 12 - 20 FG , 0 - 3 3PT , 6 - 9 FT ) to go with 12 rebounds . Marquese Chriss scored 27 points ( 9 - 15 FG , 3 - 5 3PT , 6 - 9 FT ) to go with 6 rebounds . Mirza Teletovic scored 19 points ( 6 - 10 FG , 2 - 5 3PT , 5 - 5 FT ) to go with 3 rebounds . Jabari Parker scored 18 points ( 7 - 10 FG , 0 - 1 3PT , 4 - 6 FT ) to go with 9 rebounds . John Henson scored 15 points ( 6 - 8 FG , 0 - 0 3PT , 3 - 5 FT ) to go with 7 rebounds . The Milwaukee Bucks ' next game will be at home against the Dallas Mavericks, while the Phoenix Suns will travel to play the Bulls .",sys1
407#2#0,"The Phoenix Suns defeated the host Phoenix Suns , 137 - 112 , at Talking Stick Resort Arena on Friday evening . The Suns ( 16 - 35 ) came in to Monday 's contest looking to snap a five - game losing streak , and have now lost four of their last four games . The Suns ( 16 - 35 ) have now won three of their last four games , as they 've now won three of their last four games . They were able to pull away in the fourth quarter , outscoring the Suns ( 16 - 35 ) by a 36 - 23 margin in the final 12 minutes . The Suns were led by Giannis Antetokounmpo , who scored a game - high 30 points on 12 - of - 20 shooting , to go along with 12 rebounds , six assists and four blocks , in 34 minutes . Jabari Parker followed up with 18 points on 7 - of - 10 shooting , to go along with nine rebounds , two assists and one block , in 31 minutes . Giannis Antetokounmpo followed up with 30 points , 12 rebounds , six assists and four blocks , in 34 minutes . Jabari Parker followed up with 18 points on 7 - of - 10 shooting , to go along with nine rebounds , two assists and one block , in 31 minutes . Giannis Antetokounmpo followed up with 30 points , 12 rebounds , six assists and four blocks , in 34 minutes . Jabari Parker followed up with 18 points on 7 - of - 10 shooting , to go along with nine rebounds , two assists and one block , in 31 minutes . Giannis Antetokounmpo followed up with 30 points , 12 rebounds , six assists and four blocks , in 34 minutes . Jabari Parker followed up with 18 points on 7 - of - 10 shooting , to go along with nine rebounds , two assists and one block , in 31 minutes . Jabari Parker followed up with 18 points , nine rebounds , two assists and one block , while Malcolm Brogdon chipped in 13 points , five rebounds , eight assists and three steals .",sys2,"The Bucks went off for their highest - points total of the season , with 137 in the game , while shooting a blistering 63 percent from the field . They also dominated the Suns in the paint , outscoring them 74 - 42 inside . Giannis Antetokounmpo led the way for Milwaukee , with 30 points on 12 - of - 20 shooting , 12 rebounds , six assists and four blocks , in 34 minutes . Mirza Teletovic came up big with 19 points on 6 - of - 10 shooting , in 25 minutes off the bench , while Jabari Parker chipped in 18 points on 7 - of - 10 shooting , and grabbed nine rebounds , in 31 minutes . Meanwhile , Marquese Chriss tallied a career - high 27 points on 9 - of - 16 shooting , including 3 - of - 5 from deep , in only 24 minutes . Devin Booker was the high - point man for the Suns with 31 , while 27 of those points came in the second quarter alone .",sys0
407#3#0,"The Milwaukee Bucks defeated the host Phoenix Suns , 137 - 112 , at Talking Stick Resort Arena on Saturday evening . The Bucks ( 22 - 28 ) came into this game as one of the hottest teams in the NBA and the Suns ( 16 - 35 ) came in to the contest with a lot of energy to watch as a team . Tyson Chandler returned from a one - game absence to put up five points and 14 rebounds in 25 minutes . The Bucks ( 16 - 28 ) shot 63 percent from the field and a brilliant 39 percent from three - point range . The Bucks shot 63 percent from the field and 41 percent from three - point range . Devin Booker led the Bucks in scoring with 31 points on 9 - of - 19 shooting , including 5 - of - 8 from long range , to go along with three rebounds and four assists , in 38 minutes . Jabari Parker followed up with 18 points , along with nine rebounds and two assists , in 31 minutes . Mirza Teletovic chipped in 19 points on 6 - of - 10 shooting , in 25 minutes off the bench , while Malcolm Brogdon added 13 points on 5 - of - 7 shooting , in 26 minutes off the bench . The Suns shot 63 percent from the field , including 41 percent from long range . Giannis Antetokounmpo led the way for the Bucks with 30 points , 12 rebounds , six assists and four blocks , in 34 minutes . Marquese Chriss followed up with 27 points on 9 - of - 15 shooting in 24 minutes .",sys3,"The Bucks went off for their highest - points total of the season , with 137 in the game , while shooting a blistering 63 percent from the field . They also dominated the Suns in the paint , outscoring them 74 - 42 inside . Giannis Antetokounmpo led the way for Milwaukee , with 30 points on 12 - of - 20 shooting , 12 rebounds , six assists and four blocks , in 34 minutes . Mirza Teletovic came up big with 19 points on 6 - of - 10 shooting , in 25 minutes off the bench , while Jabari Parker chipped in 18 points on 7 - of - 10 shooting , and grabbed nine rebounds , in 31 minutes . Meanwhile , Marquese Chriss tallied a career - high 27 points on 9 - of - 16 shooting , including 3 - of - 5 from deep , in only 24 minutes . Devin Booker was the high - point man for the Suns with 31 , while 27 of those points came in the second quarter alone .",sys0
407#0#4,"The Bucks went off for their highest - points total of the season , with 137 in the game , while shooting a blistering 63 percent from the field . They also dominated the Suns in the paint , outscoring them 74 - 42 inside . Giannis Antetokounmpo led the way for Milwaukee , with 30 points on 12 - of - 20 shooting , 12 rebounds , six assists and four blocks , in 34 minutes . Mirza Teletovic came up big with 19 points on 6 - of - 10 shooting , in 25 minutes off the bench , while Jabari Parker chipped in 18 points on 7 - of - 10 shooting , and grabbed nine rebounds , in 31 minutes . Meanwhile , Marquese Chriss tallied a career - high 27 points on 9 - of - 16 shooting , including 3 - of - 5 from deep , in only 24 minutes . Devin Booker was the high - point man for the Suns with 31 , while 27 of those points came in the second quarter alone .",sys0,"The Milwaukee Bucks ( 22 - 28 ) defeated the Phoenix Suns ( 16 - 35 ) 137 - 112 at Talking Stick Resort Arena on Saturday . The Bucks came into this game as one of the worst defenses in the NBA , but the Bucks were able to prevail with a huge road win . The key for Milwaukee was their free - throw shooting , as they shot 63 percent from the field and 41 percent from three - point range . Rebounding was a huge factor as well , with Milwaukee winning that battle , 44 - 40 . Giannis Antetokounmpo was the player of the game , as he tallied 30 points , 12 rebounds , six assists and four blocks in the win . Jabari Parker was second on the team , finishing with 18 points and nine rebounds . Mirza Teletovic led the bench in scoring , dropping 19 points on 6 - of - 10 shooting off the bench . On deck for Milwaukee is a road matchup against the Oklahoma City Thunder on Saturday . The Suns ( 16 - 35 ) had to play this game extremely shorthanded and they did n't disappoint . Devin Booker was the player of the game , as he tallied 31 points , three rebounds and four assists . Marquese Chriss was the only other starter in double figures , as he totaled 27 points and six rebounds . Tyson Chandler was the only other starter in double figures , as he totaled five points and 14 rebounds . The Suns will look to bounce back on Friday in a road matchup against the Golden State Warriors .",sys4
