The Atlanta Hawks ( 46 - 12 ) defeated the Orlando Magic ( 19 - 41 ) 95 - 88 . Nikola Vucevic scored 21 points ( 10 - 16 FG , 0 - 0 3PT , 1 - 2 FT ) to go with 15 rebounds . Paul Millsap scored 20 points ( 8 - 17 FG , 4 - 7 3PT , 0 - 2 FT ) to go with 4 rebounds . Victor Oladipo scored 19 points ( 8 - 18 FG , 2 - 5 3PT , 1 - 2 FT ) to go with 3 rebounds . Al Horford scored 17 points ( 7 - 9 FG , 0 - 0 3PT , 3 - 4 FT ) to go with 13 rebounds . Jeff Teague scored 17 points ( 6 - 15 FG , 1 - 4 3PT , 4 - 4 FT ) to go with 0 rebounds . Tobias Harris scored 15 points ( 5 - 9 FG , 2 - 4 3PT , 3 - 4 FT ) to go with 4 rebounds . The Atlanta Hawks ' next game will be at home against the Dallas Mavericks, while the Orlando Magic will travel to play the Bulls .
The Toronto Raptors ( 17 - 7 ) defeated the Milwaukee Bucks ( 11 - 12 ) 122 - 100 . Giannis Antetokounmpo scored 30 points ( 13 - 23 FG , 0 - 3 3PT , 4 - 6 FT ) to go with 9 rebounds . DeMar DeRozan scored 30 points ( 7 - 11 FG , 1 - 1 3PT , 15 - 15 FT ) to go with 3 rebounds . Jabari Parker scored 27 points ( 11 - 17 FG , 2 - 3 3PT , 3 - 5 FT ) to go with 3 rebounds . Terrence Ross scored 25 points ( 10 - 17 FG , 4 - 6 3PT , 1 - 3 FT ) to go with 5 rebounds . Kyle Lowry scored 18 points ( 5 - 9 FG , 4 - 7 3PT , 4 - 4 FT ) to go with 3 rebounds . DeMarre Carroll scored 13 points ( 5 - 12 FG , 3 - 7 3PT , 0 - 0 FT ) to go with 6 rebounds . The Toronto Raptors ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .
The Memphis Grizzlies ( 1 - 0 ) defeated the Minnesota Timberwolves ( 0 - 1 ) 105 - 101 . Marc Gasol scored 32 points ( 12 - 17 FG , 0 - 0 3PT , 8 - 10 FT ) to go with 9 rebounds . Thaddeus Young scored 26 points ( 10 - 18 FG , 2 - 3 3PT , 4 - 4 FT ) to go with 4 rebounds . Zach Randolph scored 25 points ( 12 - 16 FG , 0 - 0 3PT , 1 - 1 FT ) to go with 13 rebounds . Mo Williams scored 18 points ( 6 - 9 FG , 2 - 3 3PT , 4 - 4 FT ) to go with 0 rebounds . Mike Conley scored 16 points ( 7 - 14 FG , 1 - 4 3PT , 1 - 3 FT ) to go with 1 rebounds . Courtney Lee scored 14 points ( 5 - 11 FG , 2 - 4 3PT , 2 - 2 FT ) to go with 1 rebounds . The Memphis Grizzlies ' next game will be at home against the Dallas Mavericks, while the Minnesota Timberwolves will travel to play the Bulls .
The Brooklyn Nets ( 37 - 42 ) defeated the Washington Wizards ( 45 - 34 ) 117 - 80 . Brook Lopez scored 26 points ( 12 - 22 FG , 0 - 0 3PT , 2 - 3 FT ) to go with 9 rebounds . Bradley Beal scored 24 points ( 10 - 19 FG , 3 - 4 3PT , 1 - 2 FT ) to go with 3 rebounds . Bojan Bogdanovic scored 22 points ( 7 - 12 FG , 6 - 6 3PT , 2 - 2 FT ) to go with 3 rebounds . Marcin Gortat scored 21 points ( 9 - 11 FG , 0 - 0 3PT , 3 - 3 FT ) to go with 16 rebounds . Jarrett Jack scored 14 points ( 5 - 6 FG , 2 - 2 3PT , 2 - 2 FT ) to go with 5 rebounds . Thaddeus Young scored 10 points ( 5 - 8 FG , 0 - 1 3PT , 0 - 2 FT ) to go with 4 rebounds . The Brooklyn Nets ' next game will be at home against the Dallas Mavericks, while the Washington Wizards will travel to play the Bulls .
The Washington Wizards ( 36 - 37 ) defeated the Los Angeles Lakers ( 15 - 58 ) 101 - 88 . John Wall scored 22 points ( 9 - 16 FG , 2 - 5 3PT , 2 - 2 FT ) to go with 5 rebounds . D'Angelo Russell scored 22 points ( 8 - 20 FG , 3 - 7 3PT , 3 - 3 FT ) to go with 3 rebounds . Kobe Bryant scored 17 points ( 6 - 15 FG , 3 - 7 3PT , 2 - 2 FT ) to go with 1 rebounds . Marcin Gortat scored 16 points ( 6 - 10 FG , 0 - 0 3PT , 4 - 4 FT ) to go with 10 rebounds . Otto Porter scored 14 points ( 6 - 9 FG , 2 - 4 3PT , 0 - 0 FT ) to go with 6 rebounds . JJ Hickson scored 14 points ( 5 - 5 FG , 0 - 0 3PT , 4 - 12 FT ) to go with 5 rebounds . The Washington Wizards ' next game will be at home against the Dallas Mavericks, while the Los Angeles Lakers will travel to play the Bulls .
The Cleveland Cavaliers ( 53 - 29 ) defeated the Washington Wizards ( 46 - 36 ) 113 - 108 . Martell Webster scored 20 points ( 5 - 9 FG , 3 - 5 3PT , 7 - 8 FT ) to go with 3 rebounds . Kevin Love scored 19 points ( 6 - 12 FG , 5 - 6 3PT , 2 - 2 FT ) to go with 3 rebounds . Matthew Dellavedova scored 18 points ( 6 - 11 FG , 4 - 5 3PT , 2 - 2 FT ) to go with 3 rebounds . Iman Shumpert scored 18 points ( 7 - 12 FG , 3 - 5 3PT , 1 - 2 FT ) to go with 6 rebounds . Rasual Butler scored 17 points ( 7 - 19 FG , 3 - 8 3PT , 0 - 0 FT ) to go with 7 rebounds . Ramon Sessions scored 14 points ( 4 - 8 FG , 2 - 2 3PT , 4 - 6 FT ) to go with 2 rebounds . The Cleveland Cavaliers ' next game will be at home against the Dallas Mavericks, while the Washington Wizards will travel to play the Bulls .
The Los Angeles Lakers ( 5 - 23 ) defeated the Denver Nuggets ( 11 - 17 ) 111 - 107 . Kobe Bryant scored 31 points ( 10 - 22 FG , 2 - 9 3PT , 9 - 11 FT ) to go with 3 rebounds . Will Barton scored 25 points ( 10 - 21 FG , 2 - 6 3PT , 3 - 3 FT ) to go with 8 rebounds . Gary Harris scored 21 points ( 9 - 15 FG , 2 - 5 3PT , 1 - 2 FT ) to go with 1 rebounds . Jordan Clarkson scored 19 points ( 6 - 14 FG , 0 - 2 3PT , 7 - 9 FT ) to go with 8 rebounds . Lou Williams scored 17 points ( 6 - 11 FG , 3 - 5 3PT , 2 - 5 FT ) to go with 4 rebounds . Nikola Jokic scored 15 points ( 5 - 7 FG , 0 - 0 3PT , 5 - 6 FT ) to go with 10 rebounds . The Los Angeles Lakers ' next game will be at home against the Dallas Mavericks, while the Denver Nuggets will travel to play the Bulls .
The Dallas Mavericks ( 20 - 30 ) defeated the Portland Trail Blazers ( 22 - 29 ) 108 - 104 . Yogi Ferrell scored 32 points ( 11 - 17 FG , 9 - 11 3PT , 1 - 2 FT ) to go with 2 rebounds . CJ McCollum scored 28 points ( 11 - 20 FG , 2 - 7 3PT , 4 - 4 FT ) to go with 7 rebounds . Wesley Matthews scored 27 points ( 8 - 17 FG , 3 - 6 3PT , 8 - 9 FT ) to go with 6 rebounds . Evan Turner scored 24 points ( 10 - 17 FG , 1 - 4 3PT , 3 - 3 FT ) to go with 4 rebounds . Seth Curry scored 19 points ( 7 - 12 FG , 1 - 3 3PT , 4 - 4 FT ) to go with 3 rebounds . Al-Farouq Aminu scored 14 points ( 5 - 10 FG , 4 - 8 3PT , 0 - 0 FT ) to go with 8 rebounds . The Dallas Mavericks ' next game will be at home against the Dallas Mavericks, while the Portland Trail Blazers will travel to play the Bulls .
The Miami Heat ( 3 - 0 ) defeated the Toronto Raptors ( 2 - 1 ) 107 - 102 . DeMar DeRozan scored 30 points ( 11 - 22 FG , 1 - 1 3PT , 7 - 12 FT ) to go with 3 rebounds . Kyle Lowry scored 22 points ( 7 - 11 FG , 1 - 2 3PT , 7 - 13 FT ) to go with 2 rebounds . Chris Bosh scored 21 points ( 5 - 13 FG , 1 - 2 3PT , 10 - 13 FT ) to go with 11 rebounds . Dwyane Wade scored 19 points ( 7 - 11 FG , 1 - 1 3PT , 4 - 6 FT ) to go with 11 rebounds . Luol Deng scored 18 points ( 8 - 14 FG , 0 - 2 3PT , 2 - 4 FT ) to go with 4 rebounds . Shawne Williams scored 16 points ( 5 - 10 FG , 3 - 7 3PT , 3 - 4 FT ) to go with 5 rebounds . The Miami Heat ' next game will be at home against the Dallas Mavericks, while the Toronto Raptors will travel to play the Bulls .
The LA Clippers ( 17 - 7 ) defeated the New Orleans Pelicans ( 7 - 17 ) 133 - 105 . Jamal Crawford scored 22 points ( 10 - 13 FG , 2 - 4 3PT , 0 - 0 FT ) to go with 0 rebounds . Tim Frazier scored 20 points ( 6 - 13 FG , 1 - 2 3PT , 7 - 8 FT ) to go with 1 rebounds . Chris Paul scored 20 points ( 8 - 16 FG , 3 - 6 3PT , 1 - 2 FT ) to go with 5 rebounds . Cheick Diallo scored 19 points ( 8 - 15 FG , 0 - 0 3PT , 3 - 6 FT ) to go with 10 rebounds . DeAndre Jordan scored 19 points ( 9 - 11 FG , 0 - 0 3PT , 1 - 1 FT ) to go with 9 rebounds . Terrence Jones scored 18 points ( 7 - 9 FG , 2 - 3 3PT , 2 - 4 FT ) to go with 5 rebounds . The LA Clippers ' next game will be at home against the Dallas Mavericks, while the New Orleans Pelicans will travel to play the Bulls .
The Indiana Pacers ( 5 - 6 ) defeated the Orlando Magic ( 4 - 7 ) 88 - 69 . CJ Miles scored 16 points ( 5 - 12 FG , 4 - 8 3PT , 2 - 2 FT ) to go with 4 rebounds . Evan Fournier scored 14 points ( 4 - 15 FG , 1 - 4 3PT , 5 - 5 FT ) to go with 2 rebounds . Paul George scored 13 points ( 5 - 16 FG , 1 - 5 3PT , 2 - 2 FT ) to go with 6 rebounds . Monta Ellis scored 13 points ( 6 - 11 FG , 0 - 4 3PT , 1 - 1 FT ) to go with 2 rebounds . Elfrid Payton scored 12 points ( 5 - 11 FG , 0 - 1 3PT , 2 - 2 FT ) to go with 7 rebounds . Aaron Gordon scored 11 points ( 5 - 11 FG , 1 - 4 3PT , 0 - 0 FT ) to go with 3 rebounds . The Indiana Pacers ' next game will be at home against the Dallas Mavericks, while the Orlando Magic will travel to play the Bulls .
The Memphis Grizzlies ( 8 - 7 ) defeated the Dallas Mavericks ( 9 - 6 ) 110 - 96 . Mike Conley scored 21 points ( 8 - 17 FG , 1 - 4 3PT , 4 - 4 FT ) to go with 3 rebounds . Jeff Green scored 19 points ( 8 - 14 FG , 1 - 1 3PT , 2 - 2 FT ) to go with 7 rebounds . Raymond Felton scored 16 points ( 5 - 8 FG , 4 - 4 3PT , 2 - 2 FT ) to go with 4 rebounds . J.J. Barea scored 16 points ( 5 - 10 FG , 0 - 4 3PT , 6 - 6 FT ) to go with 2 rebounds . Marc Gasol scored 15 points ( 4 - 12 FG , 0 - 0 3PT , 7 - 7 FT ) to go with 10 rebounds . Dirk Nowitzki scored 14 points ( 5 - 15 FG , 2 - 5 3PT , 2 - 2 FT ) to go with 10 rebounds . The Memphis Grizzlies ' next game will be at home against the Dallas Mavericks, while the Dallas Mavericks will travel to play the Bulls .
The Houston Rockets ( 24 - 9 ) defeated the Dallas Mavericks ( 9 - 23 ) 123 - 107 . James Harden scored 34 points ( 9 - 16 FG , 4 - 7 3PT , 12 - 12 FT ) to go with 5 rebounds . Ryan Anderson scored 22 points ( 7 - 12 FG , 4 - 7 3PT , 4 - 4 FT ) to go with 3 rebounds . Harrison Barnes scored 21 points ( 7 - 16 FG , 1 - 3 3PT , 6 - 6 FT ) to go with 3 rebounds . Wesley Matthews scored 19 points ( 7 - 13 FG , 3 - 7 3PT , 2 - 2 FT ) to go with 1 rebounds . Dwight Powell scored 13 points ( 4 - 6 FG , 1 - 1 3PT , 4 - 6 FT ) to go with 2 rebounds . Justin Anderson scored 13 points ( 4 - 8 FG , 2 - 6 3PT , 3 - 4 FT ) to go with 8 rebounds . The Houston Rockets ' next game will be at home against the Dallas Mavericks, while the Dallas Mavericks will travel to play the Bulls .
The Denver Nuggets ( 15 - 20 ) defeated the Minnesota Timberwolves ( 5 - 28 ) 110 - 101 . Arron Afflalo scored 34 points ( 11 - 18 FG , 4 - 6 3PT , 8 - 8 FT ) to go with 2 rebounds . Gorgui Dieng scored 22 points ( 8 - 12 FG , 0 - 0 3PT , 6 - 6 FT ) to go with 12 rebounds . Andrew Wiggins scored 20 points ( 8 - 18 FG , 3 - 5 3PT , 1 - 2 FT ) to go with 7 rebounds . Shabazz Muhammad scored 19 points ( 7 - 13 FG , 2 - 4 3PT , 3 - 4 FT ) to go with 6 rebounds . Mo Williams scored 17 points ( 7 - 14 FG , 3 - 8 3PT , 0 - 0 FT ) to go with 4 rebounds . JJ Hickson scored 16 points ( 8 - 10 FG , 0 - 0 3PT , 0 - 1 FT ) to go with 11 rebounds . The Denver Nuggets ' next game will be at home against the Dallas Mavericks, while the Minnesota Timberwolves will travel to play the Bulls .
The New Orleans Pelicans ( 37 - 30 ) defeated the Milwaukee Bucks ( 34 - 33 ) 85 - 84 . Anthony Davis scored 20 points ( 6 - 18 FG , 0 - 0 3PT , 8 - 9 FT ) to go with 12 rebounds . Quincy Pondexter scored 18 points ( 6 - 13 FG , 5 - 10 3PT , 1 - 1 FT ) to go with 7 rebounds . Omer Asik scored 16 points ( 6 - 8 FG , 0 - 0 3PT , 4 - 5 FT ) to go with 11 rebounds . Ersan Ilyasova scored 15 points ( 6 - 15 FG , 3 - 9 3PT , 0 - 0 FT ) to go with 8 rebounds . Giannis Antetokounmpo scored 15 points ( 6 - 9 FG , 0 - 0 3PT , 3 - 3 FT ) to go with 9 rebounds . Jerryd Bayless scored 14 points ( 4 - 11 FG , 0 - 4 3PT , 6 - 6 FT ) to go with 8 rebounds . The New Orleans Pelicans ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .
The Los Angeles Clippers ( 14 - 5 ) defeated the New Orleans Pelicans ( 8 - 10 ) 120 - 100 . Blake Griffin scored 30 points ( 10 - 15 FG , 0 - 1 3PT , 10 - 15 FT ) to go with 7 rebounds . Anthony Davis scored 26 points ( 9 - 15 FG , 0 - 0 3PT , 8 - 9 FT ) to go with 3 rebounds . JJ Redick scored 21 points ( 8 - 14 FG , 5 - 9 3PT , 0 - 0 FT ) to go with 0 rebounds . Jamal Crawford scored 20 points ( 6 - 11 FG , 2 - 4 3PT , 6 - 6 FT ) to go with 0 rebounds . Chris Paul scored 18 points ( 7 - 13 FG , 4 - 6 3PT , 0 - 0 FT ) to go with 6 rebounds . Ryan Anderson scored 16 points ( 7 - 14 FG , 2 - 8 3PT , 0 - 0 FT ) to go with 3 rebounds . The Los Angeles Clippers ' next game will be at home against the Dallas Mavericks, while the New Orleans Pelicans will travel to play the Bulls .
The Washington Wizards ( 19 - 19 ) defeated the Indiana Pacers ( 22 - 18 ) 118 - 104 . John Wall scored 28 points ( 12 - 21 FG , 1 - 3 3PT , 3 - 5 FT ) to go with 7 rebounds . Bradley Beal scored 22 points ( 9 - 15 FG , 4 - 7 3PT , 0 - 1 FT ) to go with 5 rebounds . Paul George scored 21 points ( 6 - 19 FG , 1 - 7 3PT , 8 - 8 FT ) to go with 5 rebounds . George Hill scored 19 points ( 8 - 14 FG , 2 - 4 3PT , 1 - 2 FT ) to go with 8 rebounds . Monta Ellis scored 17 points ( 7 - 14 FG , 0 - 2 3PT , 3 - 5 FT ) to go with 3 rebounds . Lavoy Allen scored 15 points ( 6 - 8 FG , 0 - 0 3PT , 3 - 4 FT ) to go with 3 rebounds . The Washington Wizards ' next game will be at home against the Dallas Mavericks, while the Indiana Pacers will travel to play the Bulls .
The Memphis Grizzlies ( 37 - 24 ) defeated the Utah Jazz ( 28 - 33 ) 94 - 88 . Zach Randolph scored 25 points ( 9 - 18 FG , 1 - 1 3PT , 6 - 6 FT ) to go with 8 rebounds . Gordon Hayward scored 18 points ( 7 - 12 FG , 1 - 2 3PT , 3 - 3 FT ) to go with 6 rebounds . Lance Stephenson scored 16 points ( 8 - 11 FG , 0 - 0 3PT , 0 - 0 FT ) to go with 5 rebounds . Derrick Favors scored 14 points ( 7 - 17 FG , 0 - 0 3PT , 0 - 0 FT ) to go with 3 rebounds . Rudy Gobert scored 13 points ( 3 - 5 FG , 0 - 0 3PT , 7 - 10 FT ) to go with 18 rebounds . Shelvin Mack scored 12 points ( 4 - 9 FG , 1 - 2 3PT , 3 - 6 FT ) to go with 5 rebounds . The Memphis Grizzlies ' next game will be at home against the Dallas Mavericks, while the Utah Jazz will travel to play the Bulls .
The Portland Trail Blazers ( 19 - 25 ) defeated the Washington Wizards ( 19 - 21 ) 108 - 98 . CJ McCollum scored 25 points ( 9 - 16 FG , 6 - 10 3PT , 1 - 1 FT ) to go with 2 rebounds . Meyers Leonard scored 18 points ( 7 - 10 FG , 4 - 7 3PT , 0 - 0 FT ) to go with 4 rebounds . Garrett Temple scored 18 points ( 6 - 10 FG , 3 - 5 3PT , 3 - 4 FT ) to go with 3 rebounds . Damian Lillard scored 16 points ( 7 - 16 FG , 2 - 6 3PT , 0 - 1 FT ) to go with 2 rebounds . Marcin Gortat scored 16 points ( 7 - 10 FG , 0 - 0 3PT , 2 - 3 FT ) to go with 13 rebounds . Bradley Beal scored 16 points ( 4 - 8 FG , 3 - 5 3PT , 5 - 6 FT ) to go with 1 rebounds . The Portland Trail Blazers ' next game will be at home against the Dallas Mavericks, while the Washington Wizards will travel to play the Bulls .
